Inventory ID,Project ID,Material Type,Quantity,Unit Price,Supplier Name,Supplier Contact,Location,Storage Location,Storage Conditions,Reorder Level,Reorder Quantity,Project Type,Project Name,Order Date,Expected Delivery Date,Actual Delivery Date,Procurement Status,Payment Status,Compliance Status,Risk Factor,Total Cost
INV-99,PROJ-51,Bricks,2013,14.81,Wade-Wilson,9435884200,Sharjah,Industrial Area 10,Open-air,160,315,Mixed-use,Torres LLC Development Project,26-02-2024,08-05-2025,23-09-2024,In-progress,Paid,Compliant,Delay in Delivery,29812.53
INV-100,PROJ-75,Tiles,2647,8.22,Murphy-Harvey,(541)856-3567x423,Sharjah,Al Saja'a Industrial Area,Covered,139,303,Commercial,"Smith, Reed and Washington Development Project",18-11-2023,07-01-2025,19-12-2023,Pending,Paid,Compliant,Delay in Delivery,21758.34
INV-101,PROJ-96,Tiles,2090,40.34,Sullivan-Sutton,915.308.7358,Sharjah,SAIF Zone,Climate-controlled,78,214,Commercial,Trujillo and Sons Development Project,07-11-2023,29-10-2024,14-03-2024,In-progress,Overdue,Pending,Delay in Delivery,84310.6
INV-102,PROJ-53,Wood,206,5.03,"Fowler, Morales and Yang",629.958.1487x502,Abu Dhabi,Baniyas East,Open-air,164,220,Residential,Reyes-Eaton Development Project,01-01-2024,17-11-2024,11-09-2024,Delivered,Paid,Pending,Material Shortage,1036.18
INV-103,PROJ-19,Glass,2175,43.89,Wade-Wilson,+1-864-252-0219x007,Sharjah,SAIF Zone,Climate-controlled,132,270,Mixed-use,Young Inc Development Project,10-02-2024,15-04-2025,19-02-2024,Delivered,Paid,Compliant,Delay in Delivery,95460.75
INV-104,PROJ-9,Steel,4783,680.31,"Fowler, Morales and Yang",001-659-505-6120x2663,Dubai,Dubai Investment Park (DIP),Covered,63,300,Commercial,Harper-Vazquez Development Project,09-09-2024,17-12-2024,19-11-2024,Pending,Paid,Non-compliant,Delay in Delivery,3253922.73
INV-105,PROJ-24,Glass,3381,44.6,"Mayo, Chen and Reed",+1-482-263-8817x29360,Sharjah,Industrial Area 10,Open-air,121,384,Mixed-use,Walker Ltd Development Project,24-09-2024,14-01-2025,03-01-2025,Delivered,Overdue,Pending,Cost Overruns,150792.6
INV-106,PROJ-39,Tiles,2281,15.01,Robinson Inc,520.372.7556,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,85,384,Mixed-use,Taylor-Jacobs Development Project,19-05-2024,,,Cancelled,Pending,Pending,Delay in Delivery,34237.81
INV-107,PROJ-57,Cement,1199,86.32,Chase PLC,(716)302-2715,Dubai,Dubai Investment Park (DIP),Climate-controlled,109,310,Commercial,Bishop PLC Development Project,10-12-2023,04-01-2025,23-08-2024,Delivered,Overdue,Non-compliant,Delay in Delivery,103497.68
INV-108,PROJ-20,Paint,3124,24.06,Murphy-Harvey,283-248-5561,Sharjah,Industrial Area 10,Open-air,122,273,Commercial,"Johnson, Burns and Ingram Development Project",17-04-2024,,,Cancelled,Pending,Pending,Cost Overruns,75163.44
INV-109,PROJ-73,Wood,873,7.04,"Brewer, Swanson and Gutierrez",+1-425-694-3871x913,Abu Dhabi,ICAD,Covered,59,282,Commercial,Williams-Martinez Development Project,28-12-2023,07-07-2025,03-10-2024,Pending,Pending,Pending,Delay in Delivery,6145.92
INV-110,PROJ-95,Wood,3698,4.11,Murphy Ltd,683.320.0824x7848,Sharjah,Al Khan Industrial Area,Open-air,97,339,Mixed-use,Kim-Ross Development Project,09-05-2024,11-06-2025,17-12-2024,In-progress,Pending,Compliant,Cost Overruns,15198.78
INV-111,PROJ-96,Glass,1755,36.25,"Barton, Johnson and Stark",(327)683-1612x080,Sharjah,Al Saja'a Industrial Area,Covered,94,312,Residential,Trujillo and Sons Development Project,20-08-2024,03-06-2025,11-11-2024,In-progress,Overdue,Pending,Cost Overruns,63618.75
INV-112,PROJ-90,Tiles,4907,41.81,Wade-Wilson,(314)360-4701x68486,Abu Dhabi,Baniyas East,Covered,89,233,Commercial,Weber Group Development Project,23-11-2023,13-09-2025,19-04-2025,Delivered,Overdue,Pending,Cost Overruns,205161.67
INV-113,PROJ-90,Tiles,3135,11.96,"Fowler, Brown and White",377.847.6224,Sharjah,Al Khan Industrial Area,Covered,164,358,Commercial,Weber Group Development Project,06-09-2024,,,Cancelled,Pending,Pending,Cost Overruns,37494.6
INV-114,PROJ-38,Steel,4846,827.69,"Brewer, Swanson and Gutierrez",540-952-4573x65866,Abu Dhabi,Baniyas East,Covered,88,303,Commercial,May PLC Development Project,01-05-2024,,,Cancelled,Paid,Non-compliant,Cost Overruns,4010985.74
INV-115,PROJ-35,Glass,1755,26.73,"Brewer, Swanson and Gutierrez",001-664-324-5293,Abu Dhabi,Baniyas East,Open-air,188,336,Commercial,Williams Inc Development Project,03-03-2024,,,Cancelled,Paid,Compliant,Delay in Delivery,46911.15
INV-116,PROJ-92,Bricks,4434,0.91,Murphy Ltd,+1-734-635-9134x050,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,194,428,Commercial,"Higgins, Vargas and Mckinney Development Project",26-06-2024,05-11-2024,12-08-2024,In-progress,Overdue,Pending,Delay in Delivery,4034.94
INV-117,PROJ-98,Sand,1727,14.41,"Fowler, Morales and Yang",938.656.3016x364,Sharjah,Hamriyah Free Zone,Covered,71,439,Commercial,"Washington, Day and Hughes Development Project",13-02-2024,03-06-2025,15-04-2025,Delivered,Pending,Non-compliant,Delay in Delivery,24886.07
INV-118,PROJ-30,Cement,1012,87.23,Robinson Inc,001-932-558-9646x85494,Abu Dhabi,Al Ain Industrial Area,Open-air,101,211,Mixed-use,Perkins and Sons Development Project,25-05-2024,09-09-2025,21-06-2024,Pending,Paid,Compliant,Cost Overruns,88276.76
INV-119,PROJ-36,Sand,4879,10.16,Murphy-Harvey,481-433-6177,Dubai,Al Quoz Industrial Area,Open-air,86,260,Mixed-use,Lewis-Leblanc Development Project,01-07-2024,08-08-2025,08-08-2024,Delivered,Paid,Compliant,Cost Overruns,49570.64
INV-120,PROJ-58,Cement,2251,88.71,"Glenn, Burton and Henry",001-726-222-8253x45160,Dubai,Dubai Silicon Oasis,Open-air,162,372,Commercial,"Anderson, Lawrence and Kelly Development Project",04-05-2024,,,Cancelled,Pending,Pending,Cost Overruns,199686.21
INV-121,PROJ-20,Glass,4272,26.06,Cruz-Stuart,752-541-0547x4044,Sharjah,SAIF Zone,Open-air,101,384,Residential,"Johnson, Burns and Ingram Development Project",24-10-2023,30-01-2025,27-08-2024,In-progress,Pending,Non-compliant,Cost Overruns,111328.32
INV-122,PROJ-77,Sand,242,8.66,"Barton, Johnson and Stark",523.945.5419x2107,Sharjah,Al Saja'a Industrial Area,Open-air,93,386,Commercial,Ward-Davis Development Project,12-11-2023,04-07-2025,23-05-2024,Pending,Overdue,Pending,Material Shortage,2095.72
INV-123,PROJ-83,Bricks,368,6.67,Harper Ltd,665-452-2932,Dubai,Al Quoz Industrial Area,Open-air,80,312,Residential,"Perez, Anderson and Morgan Development Project",26-12-2023,,,Cancelled,Paid,Pending,Material Shortage,2454.56
INV-124,PROJ-79,Glass,4421,30.91,"Glenn, Burton and Henry",693.844.3392x6950,Sharjah,Hamriyah Free Zone,Climate-controlled,65,291,Mixed-use,Hill-Whitney Development Project,27-09-2023,,,Cancelled,Paid,Pending,Material Shortage,136653.11
INV-125,PROJ-33,Bricks,1899,7.52,Sullivan-Sutton,001-499-326-1694x2589,Abu Dhabi,Al Ain Industrial Area,Open-air,89,314,Commercial,Taylor-Michael Development Project,14-09-2024,20-07-2025,16-01-2025,In-progress,Paid,Pending,Cost Overruns,14280.48
INV-126,PROJ-91,Safety Equipment,294,54.36,"Barton, Johnson and Stark",360-600-8542,Abu Dhabi,Baniyas East,Climate-controlled,75,477,Commercial,Young-Sweeney Development Project,02-10-2023,,,Cancelled,Paid,Pending,Material Shortage,15981.84
INV-127,PROJ-36,Cement,600,91.28,"Fowler, Morales and Yang",705.885.8833x1376,Sharjah,Industrial Area 10,Climate-controlled,50,413,Commercial,Lewis-Leblanc Development Project,02-05-2024,11-01-2025,10-08-2024,In-progress,Overdue,Pending,Material Shortage,54768
INV-128,PROJ-12,Cement,4889,86.5,"Jackson, Thomas and Duncan",7772179528,Abu Dhabi,Baniyas East,Open-air,83,380,Mixed-use,"Thompson, Diaz and Russo Development Project",07-08-2024,11-10-2024,11-10-2024,Delivered,Paid,Pending,Delay in Delivery,422898.5
INV-129,PROJ-30,Steel,237,628.72,"Glenn, Burton and Henry",-5949,Sharjah,Al Saja'a Industrial Area,Climate-controlled,113,342,Commercial,Perkins and Sons Development Project,19-10-2023,25-03-2025,13-09-2024,In-progress,Overdue,Pending,Delay in Delivery,149006.64
INV-130,PROJ-28,Sand,3507,12.21,"Maynard, Holt and Warren",(351)290-2788,Sharjah,Industrial Area 10,Open-air,189,290,Residential,"Turner, Morrow and Donovan Development Project",30-06-2024,,,Cancelled,Paid,Pending,Delay in Delivery,42820.47
INV-131,PROJ-92,Glass,1644,49.06,"Fowler, Brown and White",842.956.7565,Abu Dhabi,ICAD,Open-air,97,416,Mixed-use,"Higgins, Vargas and Mckinney Development Project",15-03-2024,28-05-2025,14-03-2025,In-progress,Pending,Pending,Cost Overruns,80654.64
INV-132,PROJ-85,Safety Equipment,1357,134.34,"Miller, Nelson and Bailey",426-562-8932x3988,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Covered,138,263,Commercial,Smith Group Development Project,06-10-2023,23-02-2025,03-12-2023,Pending,Overdue,Non-compliant,Material Shortage,182299.38
INV-133,PROJ-87,Wood,4968,6.62,Murphy-Harvey,+1-320-578-5486x5981,Abu Dhabi,ICAD,Open-air,165,202,Mixed-use,Acosta and Sons Development Project,11-11-2023,15-10-2024,29-04-2024,Pending,Overdue,Compliant,Delay in Delivery,32888.16
INV-134,PROJ-42,Paint,3940,29.35,Chase PLC,2772865653,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,113,365,Residential,Gregory Ltd Development Project,01-03-2024,19-02-2025,26-11-2024,In-progress,Overdue,Pending,Cost Overruns,115639
INV-135,PROJ-96,Wood,402,6.68,Murphy Ltd,513.217.6423x2479,Dubai,Dubai Silicon Oasis,Open-air,128,324,Mixed-use,Trujillo and Sons Development Project,24-08-2024,29-05-2025,04-05-2025,In-progress,Pending,Non-compliant,Cost Overruns,2685.36
INV-136,PROJ-83,Sand,4566,11.34,George Ltd,572.335.0368,Dubai,Ras Al Khor Industrial Area,Climate-controlled,182,415,Commercial,"Perez, Anderson and Morgan Development Project",07-02-2024,09-06-2025,28-07-2024,Delivered,Pending,Pending,Material Shortage,51778.44
INV-137,PROJ-80,Glass,653,42.21,Wade-Wilson,356.851.3366,Abu Dhabi,ICAD,Covered,149,367,Residential,"Anderson, Patterson and Johns Development Project",07-09-2024,04-05-2025,22-10-2024,Pending,Overdue,Compliant,Cost Overruns,27563.13
INV-138,PROJ-54,Bricks,3101,1.6,"Mayo, Chen and Reed",697-209-1100,Abu Dhabi,Al Ain Industrial Area,Climate-controlled,137,417,Residential,Pennington and Sons Development Project,27-10-2023,,,Cancelled,Paid,Compliant,Material Shortage,4961.6
INV-139,PROJ-30,Glass,3026,32.87,Cruz-Stuart,001-425-204-5109x24819,Sharjah,SAIF Zone,Climate-controlled,75,439,Mixed-use,Perkins and Sons Development Project,08-01-2024,05-09-2025,10-06-2024,Pending,Paid,Compliant,Material Shortage,99464.62
INV-140,PROJ-21,Glass,3235,42.22,"Barton, Johnson and Stark",536.798.6382x5035,Sharjah,Industrial Area 10,Open-air,117,262,Commercial,Coleman-Garcia Development Project,29-06-2024,07-02-2025,23-07-2024,Delivered,Paid,Pending,Cost Overruns,136581.7
INV-141,PROJ-16,Safety Equipment,1986,94.5,Murphy Ltd,-9700,Abu Dhabi,ICAD,Covered,135,309,Residential,Wells-Bowman Development Project,16-01-2024,04-04-2025,30-11-2024,Pending,Overdue,Compliant,Delay in Delivery,187677
INV-142,PROJ-84,Wood,2111,5.26,Robinson Inc,001-244-424-2269x038,Sharjah,Al Saja'a Industrial Area,Covered,94,230,Mixed-use,Proctor-Moore Development Project,26-08-2024,,,Cancelled,Overdue,Pending,Delay in Delivery,11103.86
INV-143,PROJ-6,Bricks,4860,3.92,Clark-Adams,(820)830-4117x889,Dubai,Al Quoz Industrial Area,Covered,106,432,Commercial,"Bradford, Diaz and Brown Development Project",06-06-2024,,,Cancelled,Paid,Non-compliant,Material Shortage,19051.2
INV-144,PROJ-95,Steel,3876,995.93,Murphy Ltd,525-751-1052,Abu Dhabi,ICAD,Covered,95,324,Mixed-use,Kim-Ross Development Project,09-01-2024,16-06-2025,12-03-2024,Pending,Overdue,Pending,Cost Overruns,3860224.68
INV-145,PROJ-92,Bricks,1075,2.71,Cruz-Stuart,-8304,Abu Dhabi,Baniyas East,Covered,148,406,Residential,"Higgins, Vargas and Mckinney Development Project",30-05-2024,05-06-2025,23-02-2025,Pending,Overdue,Non-compliant,Material Shortage,2913.25
INV-146,PROJ-92,Paint,4565,29.31,Clark-Adams,759-357-3049x65022,Dubai,Al Quoz Industrial Area,Covered,128,428,Residential,"Higgins, Vargas and Mckinney Development Project",02-06-2024,12-05-2025,25-08-2024,Pending,Paid,Non-compliant,Material Shortage,133800.15
INV-147,PROJ-41,Wood,217,4.59,Sullivan-Sutton,001-758-996-8220x139,Sharjah,SAIF Zone,Open-air,97,335,Commercial,Hernandez-Davis Development Project,10-04-2024,08-10-2024,09-07-2024,Delivered,Paid,Non-compliant,Cost Overruns,996.03
INV-148,PROJ-88,Steel,1208,650.75,Murphy-Harvey,433-797-2824,Abu Dhabi,Baniyas East,Climate-controlled,194,251,Mixed-use,Moses and Sons Development Project,29-11-2023,29-05-2025,21-08-2024,In-progress,Pending,Pending,Delay in Delivery,786106
INV-149,PROJ-42,Wood,3254,6.3,"Jackson, Thomas and Duncan",468-309-1394x13058,Dubai,Jebel Ali Free Zone (JAFZA),Covered,115,367,Residential,Gregory Ltd Development Project,20-09-2024,,,Cancelled,Paid,Non-compliant,Delay in Delivery,20500.2
INV-150,PROJ-14,Paint,3293,27.15,"Fowler, Brown and White",2464891408,Sharjah,SAIF Zone,Open-air,197,333,Commercial,Williams PLC Development Project,05-10-2023,05-04-2025,27-03-2024,In-progress,Paid,Compliant,Cost Overruns,89404.95
INV-151,PROJ-99,Safety Equipment,765,93.91,"Maynard, Holt and Warren",001-684-511-1782x7096,Sharjah,Hamriyah Free Zone,Open-air,143,415,Mixed-use,Walker Ltd Development Project,25-10-2023,23-06-2025,08-04-2024,In-progress,Overdue,Compliant,Cost Overruns,71841.15
INV-152,PROJ-13,Bricks,2339,4.85,Cruz-Stuart,359.378.1909,Sharjah,Al Khan Industrial Area,Covered,113,267,Commercial,Vazquez-Roth Development Project,10-04-2024,27-01-2025,04-10-2024,Delivered,Paid,Compliant,Delay in Delivery,11344.15
INV-153,PROJ-25,Safety Equipment,4237,59.07,"Fowler, Morales and Yang",878-748-5963,Abu Dhabi,Mussafah Industrial Area,Covered,120,432,Commercial,"Ruiz, Williams and Larson Development Project",25-08-2024,,,Cancelled,Overdue,Compliant,Cost Overruns,250279.59
INV-154,PROJ-65,Wood,3200,5.24,Chase PLC,471-239-6197,Abu Dhabi,Al Ain Industrial Area,Climate-controlled,98,467,Commercial,Nguyen-Reilly Development Project,28-04-2024,,,Cancelled,Overdue,Non-compliant,Delay in Delivery,16768
INV-155,PROJ-6,Bricks,910,2.93,Cruz-Stuart,365.338.0950x810,Dubai,Dubai Silicon Oasis,Covered,179,299,Mixed-use,"Bradford, Diaz and Brown Development Project",08-01-2024,23-02-2025,10-08-2024,Delivered,Paid,Non-compliant,Material Shortage,2666.3
INV-156,PROJ-83,Paint,4219,10.07,Murphy Ltd,379.793.0598x9127,Sharjah,Industrial Area 10,Covered,82,413,Residential,"Perez, Anderson and Morgan Development Project",19-07-2024,21-10-2024,30-08-2024,Pending,Overdue,Compliant,Delay in Delivery,42485.33
INV-157,PROJ-25,Glass,2110,47.12,Robinson Inc,328.539.3880x18679,Sharjah,SAIF Zone,Open-air,194,326,Commercial,"Ruiz, Williams and Larson Development Project",05-04-2024,14-06-2025,06-09-2024,In-progress,Pending,Non-compliant,Delay in Delivery,99423.2
INV-158,PROJ-55,Cement,4059,89.65,Murphy-Harvey,2355452288,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,96,205,Residential,"Robbins, Rogers and Silva Development Project",17-11-2023,11-09-2025,03-02-2025,In-progress,Pending,Compliant,Cost Overruns,363889.35
INV-159,PROJ-64,Safety Equipment,2036,89.75,"Fowler, Morales and Yang",001-203-252-3032x47923,Sharjah,SAIF Zone,Covered,110,261,Residential,Lopez-Murray Development Project,09-01-2024,10-11-2024,03-08-2024,Delivered,Pending,Compliant,Material Shortage,182731
INV-160,PROJ-90,Steel,215,771.34,"Miller, Nelson and Bailey",001-516-452-1140x160,Abu Dhabi,Al Ain Industrial Area,Climate-controlled,131,207,Residential,Weber Group Development Project,21-01-2024,,,Cancelled,Paid,Pending,Delay in Delivery,165838.1
INV-161,PROJ-6,Safety Equipment,4589,26.88,"Miller, Nelson and Bailey",886.832.0719x34049,Sharjah,SAIF Zone,Climate-controlled,99,484,Mixed-use,"Bradford, Diaz and Brown Development Project",15-10-2023,,,Cancelled,Overdue,Pending,Delay in Delivery,123352.32
INV-162,PROJ-54,Tiles,759,14.09,"Maynard, Holt and Warren",961-339-6848,Abu Dhabi,Al Ain Industrial Area,Open-air,125,444,Mixed-use,Pennington and Sons Development Project,17-01-2024,20-06-2025,12-07-2024,Delivered,Overdue,Pending,Cost Overruns,10694.31
INV-163,PROJ-74,Sand,486,11.97,Hall-Green,5669111770,Sharjah,Industrial Area 10,Open-air,64,265,Commercial,Mitchell-Jennings Development Project,15-09-2024,12-06-2025,22-02-2025,In-progress,Pending,Pending,Material Shortage,5817.42
INV-164,PROJ-76,Steel,4155,984.86,"Glenn, Burton and Henry",001-324-517-2462x802,Sharjah,Al Khan Industrial Area,Open-air,79,209,Residential,Scott Ltd Development Project,14-05-2024,18-12-2024,12-06-2024,Delivered,Overdue,Non-compliant,Cost Overruns,4092093.3
INV-165,PROJ-21,Cement,3408,87.5,"Fowler, Brown and White",(464)787-3647x225,Dubai,Dubai Silicon Oasis,Covered,120,467,Mixed-use,Coleman-Garcia Development Project,20-01-2024,01-04-2025,21-03-2024,In-progress,Overdue,Compliant,Material Shortage,298200
INV-166,PROJ-35,Tiles,1195,48.08,Murphy Ltd,984.668.5287,Sharjah,Al Khan Industrial Area,Covered,129,211,Mixed-use,Williams Inc Development Project,23-11-2023,24-12-2024,30-12-2023,In-progress,Pending,Compliant,Cost Overruns,57455.6
INV-167,PROJ-6,Cement,3898,89.25,Wade-Wilson,401-465-5931x42512,Sharjah,Industrial Area 10,Open-air,190,479,Commercial,"Bradford, Diaz and Brown Development Project",23-04-2024,17-03-2025,07-03-2025,In-progress,Pending,Pending,Delay in Delivery,347896.5
INV-168,PROJ-1,Cement,4766,83.21,Wade-Wilson,+1-215-601-7141x879,Dubai,Jebel Ali Free Zone (JAFZA),Climate-controlled,135,383,Commercial,"Peterson, Krause and Abbott Development Project",15-11-2023,,,Cancelled,Pending,Non-compliant,Delay in Delivery,396578.86
INV-169,PROJ-89,Glass,3728,39.69,"Fowler, Morales and Yang",001-366-208-1414x441,Dubai,Ras Al Khor Industrial Area,Open-air,162,314,Commercial,Reeves-Davis Development Project,29-12-2023,,,Cancelled,Overdue,Compliant,Delay in Delivery,147964.32
INV-170,PROJ-54,Steel,116,901.74,George Ltd,959.321.2148x941,Sharjah,Al Khan Industrial Area,Open-air,176,357,Residential,Pennington and Sons Development Project,24-09-2024,,,Cancelled,Overdue,Compliant,Delay in Delivery,104601.84
INV-171,PROJ-1,Bricks,4741,10.5,George Ltd,656-916-2007x99837,Dubai,Jebel Ali Free Zone (JAFZA),Covered,146,478,Residential,"Peterson, Krause and Abbott Development Project",18-02-2024,,,Cancelled,Paid,Non-compliant,Cost Overruns,49780.5
INV-172,PROJ-70,Bricks,2102,8.96,Robinson Inc,(554)876-6180x640,Abu Dhabi,Baniyas East,Open-air,171,402,Mixed-use,Alvarez PLC Development Project,12-08-2024,28-03-2025,09-03-2025,Pending,Pending,Non-compliant,Cost Overruns,18833.92
INV-173,PROJ-1,Wood,4700,6.46,"Mayo, Chen and Reed",001-670-211-1319x4187,Dubai,Al Quoz Industrial Area,Covered,64,419,Residential,"Peterson, Krause and Abbott Development Project",15-07-2024,21-08-2025,10-12-2024,Pending,Paid,Pending,Delay in Delivery,30362
INV-174,PROJ-58,Steel,2054,683.87,Murphy Ltd,2557432194,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,78,460,Commercial,"Anderson, Lawrence and Kelly Development Project",03-10-2023,,,Cancelled,Pending,Compliant,Material Shortage,1404668.98
INV-175,PROJ-1,Steel,2676,844.61,"Glenn, Burton and Henry",363-683-9351,Sharjah,Al Saja'a Industrial Area,Climate-controlled,70,314,Residential,"Peterson, Krause and Abbott Development Project",17-11-2023,28-02-2025,12-02-2024,In-progress,Pending,Pending,Material Shortage,2260176.36
INV-176,PROJ-7,Cement,2958,95.04,Harper Ltd,001-674-821-7418x5758,Dubai,Jebel Ali Free Zone (JAFZA),Covered,143,300,Commercial,"Ballard, Young and Peters Development Project",21-09-2024,15-03-2025,15-02-2025,Delivered,Pending,Pending,Cost Overruns,281128.32
INV-177,PROJ-95,Glass,3269,31.22,Wade-Wilson,874-888-9979x4528,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,145,380,Commercial,Kim-Ross Development Project,11-01-2024,28-02-2025,26-12-2024,Delivered,Paid,Pending,Cost Overruns,102058.18
INV-178,PROJ-71,Glass,1737,47.85,Cruz-Stuart,+1-729-858-0797x17324,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,141,382,Residential,Crawford-Bates Development Project,29-06-2024,10-03-2025,04-01-2025,Delivered,Paid,Non-compliant,Material Shortage,83115.45
INV-179,PROJ-5,Tiles,4927,32.87,Clark-Adams,(882)994-0858x4392,Sharjah,Hamriyah Free Zone,Covered,50,293,Residential,Woods Group Development Project,14-03-2024,20-03-2025,17-07-2024,Delivered,Pending,Compliant,Cost Overruns,161950.49
INV-180,PROJ-77,Safety Equipment,2083,116.99,Sullivan-Sutton,835-680-8468,Sharjah,Industrial Area 10,Open-air,109,223,Mixed-use,Ward-Davis Development Project,28-02-2024,10-12-2024,23-03-2024,In-progress,Pending,Non-compliant,Cost Overruns,243690.17
